,brewery_type,city,country,id,latitude,longitude,name,phone,postal_code,state,street,tag_list,updated_at,website_url
229,brewpub,Saint Petersburg,United States,2020,27.7824819310345,-82.7374394827586,Pesky Pelican Brewpub,7273029600,33710-4666,Florida,923 72nd St N,[],2018-08-24T00:28:10.679Z,http://www.peskypelicanbrewpub.com
230,micro,Saint Petersburg,United States,2021,27.7701286326531,-82.6597328979592,Pinellas Ale Works,7272350970,33712-1345,Florida,1962 1st Ave S,[],2018-08-24T00:28:11.168Z,http://www.pawbeer.com
231,micro,Fort Walton Beach,United States,2029,30.4241168932814,-86.6496223725262,Props Craft Brewery Taproom,8505867117,32548-3418,Florida,125 Lovejoy Rd NW,[],2018-08-24T00:28:15.390Z,http://www.propsbrewery.com
232,brewpub,Atlantic Beach,United States,2030,30.3247964,-81.3964898,Ragtime Tavern Seafood and Grill,9042417877,32233-5273,Florida,207 Atlantic Blvd,[],2018-08-24T00:28:15.871Z,http://www.ragtimetavern.com
233,micro,Seminole,United States,2031,,,Rapp Brewing Company,7276927912,33777-1632,Florida,10930 Endeavour Way Ste C,[],2018-08-11T21:36:58.066Z,http://www.rapp.beer
234,micro,Winter Springs,United States,2032,,,Red Cypress Brewery,,32708-2704,Florida,855 E SR 434,[],2018-08-11T21:36:58.095Z,http://www.redcypressbrewery.com
235,brewpub,Daytona Beach,United States,2037,,,Rock Bottom Brewery,3865168322,32114,Florida,1864 Victory Cir Bldg K,[],2018-08-11T21:36:58.229Z,
237,brewpub,Royal Palm Beach,United States,2040,,,Royal Palm Brewing Company,4079600128,33411-3516,Florida,543 N State Road 7 Ste 103,[],2018-08-11T21:36:58.314Z,http://www.facebook.com/royalpalmbrewingcompany/
238,micro,Cape Coral,United States,2047,,,Scotty's Bierwerks,2398885482,33909-7446,Florida,901 E Industrial Cir Unit 1-3,[],2018-08-11T21:36:58.501Z,http://www.facebook.com/scottysbierwerks
239,micro,Clearwater,United States,2048,,,Sea Dog Brewing Co - Clearwater,7274664916,33761-3580,Florida,26200 US Highway 19 N,[],2018-08-11T21:36:58.528Z,http://www.seadogbrewing.com
240,micro,Largo,United States,2049,,,Sea Drift Ales and Lagers,7275847772,33770-1834,Florida,521 Commerce Dr,[],2018-08-11T21:36:58.555Z,http://www.barleymowbrewingco.com
242,micro,Tampa,United States,2054,,,Six Ten Brewing,8138860610,33634-3034,Florida,7052 Benjamin Rd,[],2018-08-11T21:36:58.706Z,
243,brewpub,Naples,United States,2056,,,South Cypress Brewing,2396316397,34110-6118,Florida,895 Wiggins Pass Rd,[],2018-08-11T21:36:58.769Z,
244,micro,Clearwater,United States,2058,,,Southern Lights Brewing,7276149919,33765-3752,Florida,2045 Gulf To Bay Blvd Ste D,[],2018-08-11T21:36:58.830Z,http://www.southernlightsbrewing.com
245,micro,Palm Harbor,United States,2062,,,Stilt House Brewery,8138911693,34683,Florida,625 US 19 Alt,[],2018-08-11T21:36:58.940Z,http://www.stilthousebrewery.com
248,micro,Tampa,United States,2068,,,Tampa Bay Brewing Co Brewpub,8132471422,33605-3760,Florida,1600 E 8th Ave Ste A123,[],2018-08-11T21:36:59.127Z,http://tbbc.beer
249,brewpub,Tampa,United States,2069,,,Tampa Bay Brewing Co Production Brewery,8132471422,33635-6309,Florida,13937 Monroes Business Park,[],2018-08-11T21:36:59.157Z,
250,micro,Tampa,United States,2070,,,Tampa Beer Works,8136851909,33619-7895,Florida,333 N Falkenburg Rd Ste D407,[],2018-08-11T21:36:59.193Z,http://www.esbbrewing.com
251,micro,Tequesta,United States,2073,,,Tequesta Brewing Co,5617455000,33469-2701,Florida,287 S US Highway 1,[],2018-08-11T21:36:59.270Z,http://www.tequestabrewing.com
252,regional,Auburndale,United States,2076,,,The Florida Brewery,8639651825,33823-2726,Florida,202 Gandy Rd,[],2018-08-11T21:36:59.363Z,http://www.floridabrewery.com
253,micro,Saint Petersburg,United States,2034,27.7709513673469,-82.6636939387755,Right Around The Corner,7273319395,33712,Florida,2244 Central Ave,[],2018-08-24T00:28:18.236Z,
254,micro,Naples,United States,2035,26.1508859591837,-81.7949267959184,Riptide Brewing Company,2392286533,34102-5810,Florida,987 3rd Ave N,[],2018-08-24T00:28:18.748Z,http://www.riptidebrewingcompany.com
255,micro,Orlando,United States,2038,28.5110165711627,-81.3788259172192,RockPit Brewing,4076906612,32806,Florida,10 West Illiana St,[],2018-08-24T00:28:20.424Z,http://www.rockpitbrewing.com
256,micro,Fort Pierce,United States,2041,27.4490385447657,-80.3243182812509,"Sailfish Brewing Company, llc",7725774382,34950-4403,Florida,130 N 2nd St,[],2018-08-24T00:28:21.702Z,http://www.sailfishbrewingco.com
257,micro,Tarpon Springs,United States,2043,28.1461555102041,-82.7533537346939,Saint Somewhere Brewing Co,8135036181,34689-4320,Florida,312 E Tarpon Ave,[],2018-08-24T00:28:22.329Z,http://www.saintsomewherebrewing.com
258,micro,Delray Beach,United States,2044,26.4619509,-80.0913747,Saltwater Brewery,6092808464,33444-1566,Florida,1701 W Atlantic Ave,[],2018-08-24T00:28:23.012Z,http://www.saltwaterbrewery.com
259,brewpub,Sanford,United States,2045,28.808877,-81.265044,Sanford Brewing Company,4077326419,32771-1971,Florida,400 Sanford Ave,[],2018-08-24T00:28:23.560Z,http://www.sanfordbrewing.com
260,brewpub,Sarasota,United States,2046,27.2600789696686,-82.5163258989692,Sarasota Brewing Co,9419252337,34231-5805,Florida,6607 Gateway Ave,[],2018-08-24T00:28:24.096Z,http://www.sarasotabrewing.com
261,micro,Port Saint Lucie,United States,2052,27.3057566440496,-80.3079342000429,Side Door Brewing Company,7726319068,34952-3454,Florida,1419 SE Village Green Dr,[],2018-08-24T00:28:26.840Z,http://www.sidedoorbrewery.com
262,micro,Tarpon Springs,United States,2053,28.1450902653061,-82.7532536938776,Silverking Brewing Company,7276472524,34689-4309,Florida,325 E Lemon St,[],2018-08-24T00:28:27.328Z,http://www.silverkingbrewing.com
263,micro,Dunedin,United States,2055,28.0152064022556,-82.7827198075155,Soggy Bottom Brewing Co.,7276011698,34698,Florida,660 Main St,[],2018-08-24T00:28:28.462Z,http://www.soggybottombrewery.com
264,micro,Jacksonville Beach,United States,2059,30.2882669,-81.3923194,Southern Swells Brewing Company,9046546425,32250-3408,Florida,1312 Beach Blvd,[],2018-08-24T00:28:30.665Z,http://www.southernswells.com
265,micro,Pensacola,United States,2060,30.4418437625899,-87.2566306330935,Spahr Brewing Company,8504395362,32505-4862,Florida,3541 W Fairfield Dr,[],2018-08-24T00:28:31.339Z,http://www.spahrbrewingcompany.com
266,micro,Saint Petersburg,United States,2061,27.77179015,-82.641020875248,St. Pete Brewing Company,7276928809,33701-3702,Florida,544 1st Ave NÂ ,[],2018-08-24T00:28:31.961Z,http://www.stpetebrewingcompany.com
267,micro,Lakeland,United States,2065,28.0460088798496,-81.9574616696244,Swan Brewing,8637030472,33815,Florida,115 W. Pine St.,[],2018-08-24T00:28:33.565Z,http://www.swanbrewing.com
268,micro,Fort Lauderdale,United States,2071,26.1146209161835,-80.1459556172394,Tarpon River Brewing,9545334590,33301,Florida,280 SW 6th Street,[],2018-08-24T00:28:36.114Z,http://www.nativebrewingco.com/index.html
269,brewpub,Orlando,United States,2072,28.5639768888889,-81.3659204444445,Ten 10 Brewing Co,4079308993,32803-2532,Florida,1010 Virginia Dr,[],2018-08-24T00:28:36.703Z,http://www.ten10brewingcompany.com
270,brewpub,Fernandina Beach,United States,2074,30.6710604477391,-81.4623627230273,The Amelia Tavern,9043106088,32034-4241,Florida,318 Centre St,[],2018-08-24T00:28:37.839Z,http://www.TheAmeliaTavern.com
271,micro,Winter Park,United States,2075,28.5929429,-81.3566559,The Bear And Peacock,4078012714,32789-4940,Florida,1288 Orange Ave,[],2018-08-24T00:28:38.380Z,http://www.thebearandpeacock.com
272,brewpub,New Smyrna Beach,United States,2077,,,The Half Wall Brewery,3864268410,32168,Florida,1887 SR 44,[],2018-08-11T21:36:59.390Z,http://www.halfwallbrewery.com
273,brewpub,Davie,United States,2078,,,The Mack House Brewpub,9544745040,33324-4416,Florida,9118 W State Road 84,[],2018-08-11T21:36:59.416Z,http://www.themackhouse.com
274,micro,Miami,United States,2080,,,The Tank Brewing Company,7868011554,33166,Florida,5100 NW 72nd Ave. Bay A-1,[],2018-08-11T21:36:59.471Z,http://www.thetankbrewing.com
275,micro,Tampa,United States,2081,,,The Wild Rover Brewery,8134755995,33626,Florida,13921 Lynmar Blvd,[],2018-08-11T21:36:59.498Z,http://www.thewildroverbrewery.com
276,brewpub,Port Orange,United States,2084,,,Tomoka Brewing Company,3862564979,32129-3001,Florida,4647 Clyde Morris Blvd Unit 504,[],2018-08-11T21:36:59.588Z,http://www.tomokabrewingco.com
278,micro,North Palm Beach,United States,2087,,,Twisted Trunk Brewing Company,5616712337,33408-2726,Florida,2000 Pga Blvd Ste 5506,[],2018-08-11T21:36:59.686Z,http://www.twistedtrunkbrewing.com
280,brewpub,Navarre,United States,2106,,,Ye Olde Brothers Brewery,8506841495,32566-9658,Florida,4458 Highway 87,[],2018-08-11T21:37:00.532Z,http://www.yeoldbrothersbrewery.com
281,brewpub,Miami,United States,2083,25.719812,-80.271314,Titanic Brewing Co,3056672537,33146-2422,Florida,5813 Ponce de Leon Blvd,[],2018-08-24T00:28:41.940Z,http://www.titanicbrewery.com
282,contract,Safety Harbor ,United States,2085,27.9907332857143,-82.6939118571429,troubled waters brewing co.,6303357890,34695,Florida,670 Main Street,[],2018-08-24T00:28:43.138Z,http://www.troubledwatersbeer.com
283,micro,Tarpon Springs,United States,2088,28.1463248181818,-82.7550308787879,Two Frogs Brewing Company,7279406077,34689-3451,Florida,151 E Tarpon Ave,[],2018-08-24T00:28:44.180Z,
284,micro,Plant City,United States,2089,28.0158875,-82.1366836,Two Henrys Brewing Company,8137529100,33565-5700,Florida,5210 Thonotosassa Rd,[],2018-08-24T00:28:44.837Z,
285,brewpub,Tampa,United States,2090,27.9599097,-82.4628190391185,Ulele Spring Brewery,,33602-2605,Florida,1810 N Highland Ave,[],2018-08-24T00:28:45.396Z,
286,brewpub,Saint Petersburg,United States,2093,27.771098,-82.668678,Urban Comfort Restaurant and Brewery,7272018157,33713-8722,Florida,2601 Central Ave,[],2018-08-24T00:28:46.628Z,http://www.urbancomfortstpete.com
287,micro,Jacksonville,United States,2094,30.2008038,-81.5570848,Veterans United Craft Brewery,9042533326,32256,Florida,8999 Western Way Ste 104,[],2018-08-24T00:28:47.242Z,http://www.vubrew.com
288,large,Miami,United States,2095,25.8008973265306,-80.1961487142857,Veza Sur Brewing Co,,33127-4415,Florida,55 NW 25th St,[],2018-08-24T00:28:47.834Z,
289,micro,Vero Beach,United States,2096,27.6455742,-80.4185247525615,Walking Tree Brewery,3055623717,32960-7976,Florida,3209 Dodger Rd,[],2018-08-24T00:28:48.432Z,http://www.walkingtreebrewery.com
290,brewpub,Key West,United States,2097,24.561016,-81.801344,Waterfront Brewery LLC,3054402270,33040-6679,Florida,201 William St,[],2018-08-24T00:28:48.926Z,http://www.thewaterfrontbrewery.com
291,brewpub,West Palm Beach,United States,2098,26.7110654,-80.05314345,West Palm Beach Brewery & Wine Vault,5616198813,33401-5404,Florida,332 Evernia St,[],2018-08-24T00:28:49.434Z,http://www.WestPalmBeer.com
292,brewpub,Orlando,United States,2099,28.40168865,-81.4286180077757,Whisper Creek Farm: Kitchen and Brewery,4073934755,32837-7662,Florida,4040 Central Florida Pkwy,[],2018-08-24T00:28:49.988Z,http://www.grandelakes.com
293,brewpub,Jacksonville,United States,2100,30.2208765,-81.5779846,Wicked Barley Brewing Co.,9043797077,32217-4602,Florida,4100 Baymeadows Rd,[],2018-08-24T00:28:50.669Z,http://www.wickedbarley.com
294,micro,Eustis,United States,2102,28.8538698367347,-81.6855684693878,Wolf Branch Brewing Co.,4072761510,32726-3402,Florida,119 N Bay St,[],2018-08-24T00:28:51.456Z,http://www.wolfbranchbrewing.com
295,micro,Dunedin,United States,2103,28.0153997211397,-82.787809750721,Woodwright Brewing Company,7272388717,34698-4945,Florida,985 Douglas Ave,[],2018-08-24T00:28:51.988Z,
296,micro,Miami,United States,2105,25.8003759,-80.2044925,Wynwood Brewing Company,3056405043,33127-4327,Florida,565 NW 24th St,[],2018-08-24T00:28:53.258Z,http://www.wynwoodbrewing.com
297,proprietor,Zephyrhills,United States,2107,28.2344403872726,-82.1792178291844,Zephyrhills Brewing Company,8137152683,33542-4318,Florida,38530 5th Ave,[],2018-08-24T00:28:54.374Z,http://www.zbcbeer.com
298,brewpub,Jacksonville Beach,United States,2108,30.2903879591837,-81.3902910408163,Zeta Brewing Company,9043720727,32250-6912,Florida,131 1st Ave N,[],2018-08-24T00:28:54.861Z,http://www.zetabrewing.com
299,brewpub,Tampa,United States,2109,27.9603437959184,-82.4378322857143,Zydeco Brew Werks,8132524541,33605-3810,Florida,1902 E 7th Ave,[],2018-08-24T00:28:55.447Z,
300,brewpub,Lake Buena Vista,United States,1816,,,Big River Grille & Brewing Works - Disney,4075600253,32830-8442,Florida,2101 Epcot Resorts Blvd,[],2018-08-11T21:36:51.308Z,http://www.craftworksrestaurants.com
302,micro,Daytona Beach,United States,1889,,,Daytona Beach Brewing Company,3866792337,32114-1298,Florida,482 Fentress Blvd Ste N,[],2018-08-11T21:36:53.417Z,http://www.daytonabeachbrewingcompany.com
303,brewpub,Tallahassee,United States,1918,,,Fools Fire Brewing Company At Fermentation Lounge,8507274033,32301-2201,Florida,415 Saint Francis Street Unit 112,[],2018-08-11T21:36:54.383Z,http://www.foolsfire.com
304,micro,Clearwater,United States,1932,,,Grindhaus Brew Lab,7272400804,33765-1969,Florida,1650 N Hercules Ave Ste I,[],2018-08-11T21:36:54.815Z,http://www.grindhausbrewlab.com
305,brewpub,Palm Harbor,United States,1967,,,Lagerhaus Brewery & Grill,7272169682,34685-2400,Florida,3438 E Lake Rd,[],2018-08-11T21:36:55.877Z,http://www.lagerhausbrewery.com
306,micro,Sebastian,United States,1980,,,Mash Monkeys Brewing Company,7725716283,32958,Florida,920 U.S. Highway 1 Unit 1,[],2018-08-11T21:36:56.331Z,http://Www.mashmonkeysbrewing.com
307,micro,West Palm Beach,United States,2004,,,Ookapow Brewing Company,7183009006,33401,Florida,"1142 Old Okeechobee Road, Bay 13",[],2018-08-11T21:36:57.201Z,http://www.ookapow.com
308,brewpub,Titusville,United States,2025,,,Playalinda Brewing Company -  Brix Project,,32780-7316,Florida,5220 S Washington Ave,[],2018-08-11T21:36:57.872Z,http://www.playalindabrewingcompany.com
310,brewpub,Fernandina Beach,United States,1796,30.6710604477391,-81.4623627230273,Amelia Island Brewing Company,9043106088,32034-4241,Florida,318 Centre St,[],2018-08-24T00:26:26.673Z,http://www.theameliatavern.com
311,brewpub,Cape Coral,United States,1815,26.56445894862,-81.952426390216,Big Blue Brewing,9737693294,33904-9168,Florida,4721 SE 10th Pl,[],2018-08-24T00:26:33.547Z,http://www.bigbluebrewing.com
312,micro,Sarasota,United States,1858,27.269363,-82.483799,Calusa Brewing Company,9419228150,34233-2413,Florida,5701 Derek Ave,[],2018-08-24T00:26:50.192Z,http://www.calusabrewing.com
313,micro,Jupiter,United States,1868,26.8896463576254,-80.1146257093665,Civil Society Brewing Co,5618556680,33458-5257,Florida,1200 Town Center Dr Ste 101,[],2018-08-24T00:26:52.690Z,http://www.civilsocietybrewing.com
314,brewpub,Key West,United States,1912,24.557321,-81.805413,First Flight Island Restaurant & Brewery,,33040-6542,Florida,301 Whitehead St,[],2018-08-24T00:27:13.612Z,http://firstflightkw.com
315,proprietor,Jupiter,United States,1952,26.9600304760994,-80.1001138878267,Inlet Brewing Co,5613390004,33469,Florida,4448 Nicole Cir,[],2018-08-24T00:27:35.074Z,http://www.inletbrewingco.com
316,brewpub,Palm Harbor,United States,2015,28.0770723673469,-82.7668852857143,Palm Harbor Brewery,7277868039,34683-4317,Florida,1022 Georgia Ave,[],2018-08-24T00:28:07.987Z,
317,brewpub,Jacksonville,United States,2050,30.2612958196082,-81.5531219312785,Seven Bridges Grille and Brewery,9049971999,32246-8221,Florida,9735 Gate Pkwy N,[],2018-08-24T00:28:26.284Z,http://www.7bridgesgrille.com
318,micro,Gainesville,United States,2064,29.6142515,-82.3736302,Swamp Head Brewery,3525053035,32608-2598,Florida,3650 SW 42nd Ave,[],2018-08-24T00:28:32.968Z,http://www.swamphead.com
319,brewpub,Venice,United States,2082,27.0497931,-82.3913649,Three Bridges Brewing / Off the Wagon Brewery,9414972048,34293-5011,Florida,2107 Tamiami Trl S,[],2018-08-24T00:28:41.193Z,http://www.otwbar.com
320,brewpub,Sanford,United States,2104,28.8087552889962,-81.2648542202581,WopsHops Brewing Company,4078787819,32771-1970,Florida,419 Sanford Ave,[],2018-08-24T00:28:52.521Z,http://www.wopshopsbrewing.com
0,micro,Newnan,United States,2114,33.4025703529412,-84.7635664117647,Abide Brewing Company,6789726747,30263-5802,Georgia,110 Werz Industrial Blvd Ste 130,[],2018-08-24T00:28:57.079Z,http://www.abidebrewing.com
1,micro,West Point,United States,2129,32.8762576310151,-85.1853615243903,Chattabrewchee Southern Brewhouse,7065011151,31833-1506,Georgia,709 4th Ave,[],2018-08-24T00:28:59.773Z,http://www.chattabrewchee.com
2,brewpub,Dalton,United States,2130,34.7697666359591,-84.9694072096123,Cherokee Brewing + Pizza Company,7065299478,30720,Georgia,207-B West Cuyler St,[],2018-08-24T00:29:00.324Z,http://www.cherokeebrewingandpizza.com
3,brewpub,Atlanta,United States,2161,33.76333225,-84.3870607355802,Max Lager's Wood Fired Grill & Brewery,4045254400,30308-3210,Georgia,320 Peachtree St NE,[],2018-08-24T00:29:12.766Z,http://www.maxlagers.com
4,brewpub,Sandy Springs,United States,2179,33.9043481,-84.4304239,Porter Pizza & Brewery,,30339,Georgia,6370 Powers Ferry Rd NW,[],2018-08-24T00:29:21.253Z,http://www.porterpizzabrewery.com
5,micro,Carrollton,United States,2181,33.6113894489796,-85.1024965714286,Printer's Ale Manufacturing Co.,7708364253,30117-8780,Georgia,940 Columbia Dr,[],2018-08-24T00:29:22.410Z,http://www.printers-ale.com
6,micro,Athens,United States,2196,33.9811401213053,-83.3500228701351,Southern Brewing Company,7065487183,30601-1517,Georgia,231 Collins Industrial Blvd,[],2018-08-24T00:29:29.429Z,http://www.sobrewco.com
7,regional,Atlanta,United States,2201,33.80802235,-84.3810721937623,SweetWater Brewing Co,4046912537,30324-3924,Georgia,195 Ottley Dr NE,[],2018-08-24T00:29:32.873Z,http://www.sweetwaterbrew.com
9,micro,Atlanta,United States,2165,33.7290642941176,-84.4161772352941,Monday Night Brewing - Garage,,30310,Georgia,933 Lee St SW,[],2018-08-24T00:29:14.426Z,
14,large,Cartersville,United States,2116,,,Anheuser-Busch Inc â Cartersville,7703862000,30121-7217,Georgia,100 Busch Dr NE,[],2018-08-11T21:37:00.919Z,
15,micro,Hapeville,United States,2117,,,Arches Brewing,6786532739,30354-1439,Georgia,3361 Dogwood Dr,[],2018-08-11T21:37:00.962Z,
19,brewpub,Sandy Springs,United States,2111,33.9078086,-84.3796711,5 Seasons Brewing Co - Prado,4042555911,30342-1150,Georgia,5600 Roswell Rd,[],2018-08-24T00:28:55.977Z,http://www.5seasonsbrewing.com
20,brewpub,Athens,United States,2115,33.9427028863025,-83.4715375370739,Akademia Brewing Company,7064613208,30606-0600,Georgia,150 Crane Dr,[],2018-08-24T00:28:57.600Z,http://www.AkademiaBC.com
21,micro,Decatur,United States,2118,33.7740425,-84.2835622,BlueTarp Brewing Co,4046696740,30030-5365,Georgia,731 E College Ave,[],2018-08-24T00:28:58.688Z,http://www.bluetarpbrew.com
22,micro,Lagrange,United States,2216,33.037368,-85.0311916,Wild Leap Brewing Company,7062986400,30240-4504,Georgia,308 Main St,[],2018-08-24T00:29:39.429Z,http://www.wildleap.com
24,brewpub,Columbus,United States,2128,,,Cannon Brewpub,7066532337,31901-5256,Georgia,1041 Broadway,[],2018-08-11T21:37:01.334Z,
