description,names,links
"Tropical-fruit hops with a grassy, pith-like quality on the finish. Rich and full-bodied, fairly sweet, just short of cloying. Not particularly bitter on the finish, but there’s a fair amount of hops burn and heat from the alcohol that makes up for it a bit.",DankHouse Brewing Couch Kush'n,/review/couch-kushn
"High carbonation and chalky and they amplify one another. Orange, peach, lemon a touch of mint and pine wood, with strong mint on the exhalation. It finishes with medium bitterness and more chalkiness.""",Brewery Vivant Space Traveler,/review/space-traveler
Moderate bitterness upfront with pine and light dankness. Bitterness extends throughout the sip into the aftertaste. Earthy and spicy hop flavors throughout. Dryness helps push the bitterness with only a touch malt in the middle of the sip.,Bale Breaker Top Cutter,/review/top-cutter
Light sweet oats up front followed by medium melon flavors and tropical fruit. Finish is dry with medium bitterness. Medium chalk flavor.,Abandoned Building Temporary Sanity,/review/temporary-sanity
"Earthy and dank hops flavors. Fairly piney. Noticeable caramel malt. Some dried-fruit esters (raisin, fig). A slight mineral character. Some noticeable booziness and alcoholic warmth. Finishes on the sweeter side and distinctly bitter.”",Rogue 10 Hop IPA,/review/10-hop-ipa
Really nice mango flavor with a bright lemoncello light character. This citrus and tropical fruit forward beer is complex with this slight resin character hop finish. Nice lingering bitterness but not off putting. We like the balance between the malt and the hop presence on the nose and finish. Great medium dry finish.,Perennial Lascaux,/review/lascaux
"ots of piney dankness that could use a bit more malt to balance it out. Light mango, a little orange-juice character, too. The bitterness lingers long. A throwback to the bitter wars of IPA.",Industrial Arts Torque Wrench,/review/torque-wrench
There is a rich mix of candy and grainy sweetness with a lush tropical-fruit hops character. Finish is rich and chewy but with enough bitterness to balance it out. A bit of lingering grassy astringency distracts from the other more pleasant aspects of the beer.,Boothbay Thirsty Botanist,/review/thirsty-botanist
"Moderate bitterness upfront with a light orange character in the middle. Orange is less pronounced in flavor than in the aroma. Light biscuit maltiness but not sweet, light body. Fruit flavors are a bit muddled and should compete with the bitterness.",Worthy Brewing Kama Citrus,/review/kama-citrus
"Lemongrass, grapefruit pith &amp; some slight pine. A slight herbal spiciness. Fairly soft mouthfeel. Well balanced. Finished surprisingly dry, almost harsh.",Weldwerks Galaxy DDH Juicy Bits,/review/galaxy-ddh-juicy-bits
"Similar to the aroma. Huge tropical flavors that trail off into more traditional pine characters. Very clean bitterness, not harsh at all. Very dry. Finish has a green-tea bitterness with an almost smoky background that distracts from the fruitiness.",Toppling Goliath Pompeii,/review/pompeii
"Very pleasant from start to finish - light fruit with underlying hints of pine up front, a soft mid palette with a pleasant grainy/oat flavor, and a crisp and clean finish that is nicely bitter but not overly aggressive. Lingering notes of pine and light fruit.",Tired Hands Pineal,/review/pineal
"Moderate fruit upfront with strawberry, melons and light plums. Medium bitterness with a touch of spiciness towards the end of the sip. Light sweetness from the malt balances out the bitterness. A touch of mint towards the middle of the sip. Finishes with a smooth fruitiness with just a hint of bitterness.",Southern Tier The Psychic Laser,/review/the-psychic-laser
"Crackery malt backbone plays off of the citrus and tropical hop character. Finish is dry and slightly chalky. Bitterness is subdued but lingering, and some hop burn hangs out too.",Shared/Narrow Gauge Crusin' Gravel,/review/crusin-gravel
"Rich and chewy with a complex mélange of ripe fruit and a toasted-malt sweetness with hints of toffee. Finish has a bit of a harsh mineral character that detracts from the softer fruit character; it isn’t particularly bitter, but there is a lingering harshness that is a bit out of place.",Prison City Turf Wars,/review/turf-wars
"The initial taste was surprising with a sweetness that gets immediately overwhelmed by bitterness. Classic West Coast blend of pine and citrus. Tropical fruit, mango, pine are firm but balanced in the bitterness. Light body with a sweet caramel finish that hangs out and cuts the hops down a tick.",Fremont Brewing Lush IPA,/review/lush-ipa
"Fruitiness upfront with ripe pear and light peach character. Medium fruit sweetness with a very light bitterness. Light earthy and spicy hop flavor right at the end of the sip. Finishes with a light herbal flavor and heavy fruit, mostly peach but also mango, pineapple and light grapefruit.",Finback Pataman,/review/pataman
"Herbal, mango, cherries, green onions, dank, watermelon, lemon, balanced bitterness and sweetness.",Captain Lawrence Tears of Green,/review/tears-of-green
"Citrus hop profile with a lingering bitterness with lemongrass and a pithy quality, bordering on a grassy overly dry hopped character. After the first swallow it mellows a bit (or your palette fatigues), and you're left with a crisp, dry beer with a pleasantly aggressive bitter finish.",Societe The Fiddler,/review/the-fiddler
"Tropical notes of pineapple, mango, and lemon with some subtle coconut. Slightly dank &amp; earthy (green onion). Subtle pine notes. Finishes dry and crisp and subtly bitter. Slightly mineral/metallic. A bit chalky.",Sixpoint Undefined Variable,/review/undefined-variable
More tropical and dank in the flavors. Pineapple and pine but also some orange and lemon sneak in. Moderate sweetness into moderate high bitterness. A touch of alcohol.,Santa Fe Brewing 7K IPA,/review/7k-ipa
"he deep floral tartness of the hibiscus mixes well with the tropical fruit character. Orange, tangerine, papaya, coconut. Also, a touch of spicy black pepper. moderate esters. Bitterness is a little pithy. mouthfeel is a bit minerally.",Industrial Arts/Two Roads Bloomerang,/review/bloomerang
"Coconut up front followed by papaya. On the drier side with a moderate chalk and mineral character. Very creamy yet needs more carbonation to bring out the hops. Flavor components are low for the style. New World hops with pineapple, peach, and apricot, layered over pine and resin. Complexity of hops character is impressive.",High Branch Say it Ain't So,/review/say-it-aint-so
Citrus and pine. A bit of honey and caramel. Medium sweet into intense bitter that lingers. Really interesting grapefruit-pith character. Some significant alcoholic warmth. Smooth for a West Coast IPA.,MadTree/Fathead's Lupulin Effect,/review/lupulin-effect
Initial sip has light bitterness overall with a chewy body. Lemon citrus flavors mix with a light sulfur note in the chewy body. Light body overall and fairly simple. A touch of bitterness grows slightly towards the end of the sip. Fairly simple and not too complex.,Green Bench Turbid 9,/review/turbid-9
"Blueberries, pineapple, dank, green onions, orange in a Styrian Golding sense. Really nice mellow bitterness that doesn’t overpower and a malt sweetness that counters a lot of the hops presence. Mid-palate hops are somewhat limited but present with an almost pie-like character. No alcohol warmth to distract.",Figueroa Mountain Lizard's Mouth,/review/lizards-mouth
"Light body, medium bitterness, clean dry malt character. Hops dominate and bring an intense orange zest and pith character with the bitterness of the zest clinging to your palate. Other citrus notes are sprinkled in. Finish is dry and the bitterness lingers.",Ommegang Nirvana IPA,/review/nirvana-ipa
"Pleasantly balanced - the malt has some caramel sweetness up front, but still finishes relatively dry and crisp. Classic American hop character though, but there's a grassy dry hop character that comes across a bit astringent on the finish. Pleasant lingering spiciness on the swallow.",Lagunitas Born Again Yesterday,/review/born-again-yesterday
Malt sweetness with a syrup like consistency upfront with a medium hop fruitiness. Melon sweetness with a touch of light banana and lemon. Very light on the bitterness only exposing itself at the very end. A bit of cardboard oxidization towards the middle of the sip makes the hops muddled.,Foothills Seeing Double IPA,/review/seeing-double-ipa
"Blood orange citrus upfront with a mild tartness that continues into the finish. Moderate carbonation helps put the tartness with medium bittering hops. A light underling biscuit malt presence but that isn't sweet. Not balanced and leans towards the bitter, tart, astringent side.",Dogfish Head Flesh and Blood,/review/flesh-and-blood
"Citrus up front with lemon and grapefruit. Turns into vegetal and earthy: green pepper, green onion, garlic. No harshness. A bit of alcohol warmth that features pineapple in the finish.",21st Amendment Blah Blah Blah IPA,/review/blah-blah-blah-ipa
Huge herbal hop character up front very similar to unsweetened black tea. Crystal malts really balance the hop bitterness but is an interesting competition it seems between the sweetness and the hop bitterness. Finishes extremely dry with a really resin and herbal hop character.,Surly Furious IPA,/review/furious-ipa
"Non-descript hop bitterness and a clean west-coast IPA with notes of mango and orange. Alcohols are noticeable, but well restrained given this is a triple IPA. Spicy, drinkable for a triple.",New Holland Hoptronix,/review/hoptronix
"Malt, biscuit light toast quality in the beginning with a light grapefruit flavor in the middle of the sip. Light tartness mixed with a touch of bitterness at the end of the sip. Finishes with a mild biscuit flavor and light bitterness. A touch on the sweet side of the amount of bitterness and hop characteristics. A light mint herbal like quality.",Double Nickel IPA,/review/doublenickipa
